ID,NetworkID,CircuitTypeID,Active,NoLongerUsed,NoLongerUsedDate,CutoverDate,OrderNumberID,OrderDate,DueDate,IEDate,DisconnectOrderDate,DisconnectDate,Node,Bandwidth,DLCI_VCI_EVC,VADI_School,VADI_Headend,CircuitID_School,CircuitID_Headend,Agg_Circuit,Router,T3_OC3,DisconnectOrder,Status,WANIPAddressHeadEnd,WANIPAddressSchool,AggSwitchIntsID,OrderNumber,CircuitVendorID
28111,1,19,NULL,0,NULL,2014-03-12 00:00:00.000,NULL,2013-03-22 00:00:00.000,2014-03-06 00:00:00.000,2014-03-06 00:00:00.000,NULL,NULL,1,20,515,KQGN989524-ATI    ,KRGN985329-ATI,32KEGS021956NY,32KFGS200410NY,105,1,,,Active,10.254.1.57,10.254.1.58,665,,2
24136,2,19,1,NULL,NULL,2010-01-06 00:00:00.000,NULL,2009-05-07 00:00:00.000,2009-12-18 00:00:00.000,2009-12-18 00:00:00.000,NULL,NULL,2,10,2690,32.LVXX.004749,32.LUXX.003158,32.KEGS.004314,32.KFGS.196806,7,1,NULL,NULL,Active,10.253.82.77,10.253.82.78,7306,NULL,1
28238,3,19,NULL,0,NULL,NULL,NULL,2013-03-15 00:00:00.000,NULL,NULL,NULL,NULL,6,20,311,,,,,103,1,,,Ordered,10.254.80.169,10.254.80.170,3503,,2
26899,3,14,NULL,0,NULL,2009-08-06 00:00:00.000,0,2008-08-05 00:00:00.000,2009-04-01 00:00:00.000,2009-04-01 00:00:00.000,NULL,NULL,6,1.5,424,10QGXQ20902,10QIXQ15037NY,32HCGS520819,32HFGS620504NY,4,2,NULL,,Active,10.253.195.93,10.253.195.94,3628,NULL,1
27435,4,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:25:34.907,NULL,NULL,NULL,NULL,1,30,,,32.LUXX.000846,,32.KFGS.000576,1,1,NULL,NULL,Planned,10.253.48.5,10.253.48.6,7573,,1
25423,4,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,0,,,,,,,,NULL,,RTI,,,NULL,NULL,1
27877,4,19,NULL,0,NULL,2012-04-23 00:00:00.000,NULL,2007-03-11 00:00:00.000,2007-04-15 00:00:00.000,2007-04-15 00:00:00.000,NULL,NULL,1,10,241,32.LVXX.001356,32.LUXX.000846,32.KEGS.001346,32.KFGS.000576,1,1,NULL,,RTI,10.253.48.5,10.253.48.6,7573,,1
28018,4,19,NULL,0,NULL,2013-05-22 00:00:00.000,NULL,2013-01-26 00:00:00.000,2013-05-20 00:00:00.000,2013-05-20 00:00:00.000,NULL,NULL,1,20,101,KQGN981980,KRGN985172,32KEGS020768NY,32KFGS200408NY,101,1,,,Active,10.254.0.1,10.254.0.2,683,,2
27900,5,14,NULL,0,NULL,2000-06-11 00:00:00.000,NULL,2000-02-18 00:00:00.000,2000-05-11 00:00:00.000,2000-05-11 00:00:00.000,NULL,NULL,1,1.5,142,10QGDQ11541,10QIXQ15161,32HCGL791505,32HFGS621650,1,1,,,Active,10.253.32.165,10.253.32.166,251,,1
27876,6,19,NULL,0,NULL,2007-04-15 00:00:00.000,NULL,2012-09-06 00:00:00.000,2007-04-15 00:00:00.000,2007-04-15 00:00:00.000,NULL,NULL,1,10,329,32.LVXX.001583 ,32.LUXX.000846,32.KEGS.001610,32.KFGS.000576,1,1,NULL,,Active,10.253.48.1,10.253.48.2,7572,S6-2,1
28027,10,19,NULL,0,NULL,2013-02-25 00:00:00.000,NULL,2013-01-30 00:00:00.000,2013-02-25 00:00:00.000,2013-02-25 00:00:00.000,NULL,NULL,1,40,1555,32.LVXX.250040,32.LUXX.006591,32.KEGS.005253,32.KFGS.197242,22,2,NULL,,Active,10.253.53.89,10.253.53.90,7832,C0020871906,1
26432,14,19,NULL,0,NULL,2009-12-08 00:00:00.000,0,2009-06-26 00:00:00.000,2009-10-06 00:00:00.000,2009-10-06 00:00:00.000,NULL,NULL,2,40,3132,32.LVXX.005032,32.LUXX.003158,32.KEGS.004536,32.KFGS.196806,7,1,NULL,,Active,10.253.82.93,10.253.82.94,7310,NULL,1
28028,15,19,NULL,0,NULL,2013-02-25 00:00:00.000,NULL,2013-01-30 00:00:00.000,2013-02-25 00:00:00.000,2013-02-25 00:00:00.000,NULL,NULL,2,40,1300,32.LVXX.250500,32.LUXX.005011,32.KEGS.011685,32.KFGS.197124,8,2,NULL,,Active,10.253.86.101,10.253.86.102,7467,C0020871906,1
25971,16,19,1,NULL,NULL,NULL,NULL,2008-10-02 00:00:00.000,2009-02-22 00:00:00.000,2009-02-22 00:00:00.000,NULL,NULL,4,10,2427,32.LVXX.004299,32.LUXX.002984,32.KEGS.003131,32.KFGS.196637,5,1,NULL,NULL,Active,10.253.144.65,10.253.144.66,6254,,1
24141,17,19,1,NULL,NULL,2008-05-02 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-07 00:00:00.000,2008-01-07 00:00:00.000,NULL,NULL,4,40,2046,32.LVXX.002766,32.LUXX.001835,32.KEGS.001958,32.KFGS.000692,2,2,NULL,NULL,Active,10.253.148.1,10.253.148.2,6409,NULL,1
28029,18,19,NULL,0,NULL,2013-02-25 00:00:00.000,NULL,2013-01-30 00:00:00.000,2013-02-25 00:00:00.000,2013-02-25 00:00:00.000,NULL,NULL,6,40,2563,32.LVXX.004744,32.LUXX.003111,32.KEGS.004227,32.KFGS196748,9,1,NULL,,Active,10.253.208.145,10.253.208.146,6877, C0020871906,1
28054,19,19,NULL,0,NULL,2014-01-22 00:00:00.000,NULL,2013-02-03 00:00:00.000,2014-01-17 00:00:00.000,2014-01-17 00:00:00.000,NULL,NULL,2,20,201,KQGN985176,KRGN986804,32KEGS021120NY,32KFGS200499NY ,102,2,,,Active,10.254.20.1,10.254.20.2,1844,3022-1214,2
26099,19,19,NULL,0,NULL,NULL,NULL,2012-12-26 00:00:00.000,NULL,NULL,NULL,NULL,2,10,,,32.LUXX.006331,,32.KFGS.197201,9,1,NULL,,Ordered,10.253.80.129,10.253.80.130,1451,,1
24144,20,19,1,NULL,NULL,2007-09-10 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-09-12 00:00:00.000,2007-09-10 00:00:00.000,NULL,NULL,2,10,551,32.LVXX.001738,32.LUXX.001240,32.KEGS.001503,32.KFGS.000600,2,2,NULL,NULL,Active,10.253.84.17,10.253.84.18,7402,NULL,1
28041,21,19,NULL,0,NULL,2014-01-24 00:00:00.000,NULL,2013-01-26 00:00:00.000,2014-01-17 00:00:00.000,2014-01-17 00:00:00.000,NULL,NULL,2,20,101,KRGN986984 ATI,KRGN986984 ATI,32KFGS200494NY ,32KFGS200494NY,101,1,,,Active,10.254.16.1,10.254.16.2,1551,,2
24146,22,19,1,NULL,NULL,2009-08-17 00:00:00.000,NULL,2008-07-18 00:00:00.000,2009-07-22 00:00:00.000,2009-07-22 00:00:00.000,NULL,NULL,2,10,3060,32.LVXX.003914,32.LUXX.001834,32.KEGS.002951,32.KFGS.000718,5,1,NULL,NULL,Active,10.253.80.121,10.253.80.122,7272,NULL,1
27300,23,19,NULL,0,NULL,2012-03-21 00:00:00.000,0,2011-06-23 00:00:00.000,2012-03-19 00:00:00.000,2012-03-19 00:00:00.000,NULL,NULL,2,10,1336,32.LVXX.250724,32.LUXX.006633,32.KEGS.014462,32.KFGS.197206,15,1,NULL,,Active,10.253.82.241,10.253.82.242,7345,NULL,1
27369,24,19,NULL,0,NULL,2007-08-28 00:00:00.000,0,2007-04-16 00:00:00.000,2007-09-12 00:00:00.000,2007-08-28 00:00:00.000,NULL,NULL,2,10,508,32.LVXX.001742,32.LUXX.001240,32.KEGS.001507,32.KFGS.000600,2,2,NULL,,Active,10.253.84.25,10.253.84.26,7404,NULL,1
24148,25,19,1,NULL,NULL,2008-04-29 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-03-10 00:00:00.000,2008-03-10 00:00:00.000,NULL,NULL,2,40,2138,32.LVXX.002756,32.LUXX.001833,32.KEGS.001983,32.KFGS.000694,4,2,NULL,NULL,Active,10.253.86.21,10.253.86.22,7448,NULL,1
24149,26,19,1,NULL,NULL,2008-04-30 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-02-01 00:00:00.000,2008-02-01 00:00:00.000,NULL,NULL,2,10,2090,32.LVXX.002757,32.LUXX.001833,32.KEGS.001984,32.KFGS.000694,4,2,NULL,NULL,Active,10.253.86.25,10.253.86.26,7449,NULL,1
28021,27,19,NULL,0,NULL,2014-02-04 00:00:00.000,NULL,2013-01-26 00:00:00.000,2014-01-31 00:00:00.000,2014-01-31 00:00:00.000,NULL,NULL,2,20,102,KQGN982897,KRGN986984 ATI,32KEGS020906NY,32KFGS200494NY,101,1,,,Active,10.254.16.5,10.254.16.6,1552,,2
28042,28,19,NULL,0,NULL,2013-06-26 00:00:00.000,NULL,2013-01-26 00:00:00.000,2013-06-19 00:00:00.000,2013-06-19 00:00:00.000,NULL,NULL,2,20,103,KQGN982460 ATI,KRGN986984,32KEGS020829NY ,32KFGS200494NY ,101,1,,,Active,10.254.16.9,10.254.16.10,1553,3022-9015,2
26106,28,19,NULL,0,NULL,NULL,0,2011-12-05 00:00:00.000,NULL,NULL,NULL,NULL,2,10,,,32.LUXX.006331,,32.KFGS.197201,9,1,NULL,,Ordered,10.253.80.173,10.253.80.174,1462,,1
28051,29,19,NULL,0,NULL,2013-06-26 00:00:00.000,NULL,2013-01-31 00:00:00.000,2013-06-19 00:00:00.000,2013-06-19 00:00:00.000,NULL,NULL,2,20,115,KQGN983522  ATI,KRGN986984,32KEGS020962NY,32KFGS200494NY ,101,1,,,Active,10.254.16.57,10.254.16.58,1565,3022-9585,2
24153,30,19,1,NULL,NULL,2009-08-26 00:00:00.000,NULL,2008-07-18 00:00:00.000,2009-08-20 00:00:00.000,2009-08-20 00:00:00.000,NULL,NULL,2,10,3096,32.LVXX.003919,32.LUXX.002695,32.KEGS.002953,32.KFGS.196509,6,2,NULL,NULL,Active,10.253.84.69,10.253.84.70,7414,NULL,1
28058,31,19,NULL,0,NULL,2013-12-05 00:00:00.000,NULL,2013-02-06 00:00:00.000,2013-11-27 00:00:00.000,2013-11-27 00:00:00.000,NULL,NULL,2,20,205,KQGN987400,KRGN986804,32KEGS021305NY,32KFGS200499NY ,102,2,,,Active,10.254.20.17,10.254.20.18,1848,,2
26107,31,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,2,10,,,32.LUXX.006331,,32.KFGS.197201,9,1,NULL,,Ordered,10.253.80.177,10.253.80.178,1463,,1
26108,32,19,NULL,0,NULL,2013-06-13 00:00:00.000,NULL,2013-01-22 00:00:00.000,2013-06-10 00:00:00.000,2013-06-10 00:00:00.000,NULL,NULL,2,10,1325,32.LVXX.251112,32.LUXX.006331,32.KEGS.020207,32.KFGS.197201,9,1,NULL,,Active,10.253.80.181,10.253.80.182,7286,,1
24156,33,19,1,NULL,NULL,2007-09-17 00:00:00.000,NULL,2007-09-11 00:00:00.000,2007-09-11 00:00:00.000,2007-09-11 00:00:00.000,NULL,NULL,2,10,577,32.LVXX.001714,32.LUXX.001234,32.KEGS.001520,32.KFGS.000599,1,1,NULL,NULL,Active,10.253.80.1,10.253.80.2,7243,NULL,1
27274,34,19,NULL,0,NULL,2012-02-17 00:00:00.000,0,2010-09-13 00:00:00.000,2012-02-10 00:00:00.000,2012-02-10 00:00:00.000,NULL,NULL,2,10,2003,32.LVXX.250599,32.LUXX.001834,32.KEGS.009876,32.KFGS.000718,5,1,NULL,,Active,10.253.80.85,10.253.80.86,7263,NULL,1
24158,35,19,1,NULL,NULL,2007-09-11 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-09-27 00:00:00.000,2007-08-27 00:00:00.000,NULL,NULL,2,10,571,32.LVXX.001744,32.LUXX.001240,32.KEGS.001501,32.KFGS.000600,2,2,NULL,NULL,Active,10.253.84.9,10.253.84.10,7400,NULL,1
24159,36,19,1,NULL,NULL,2009-07-01 00:00:00.000,NULL,2009-04-19 00:00:00.000,2009-06-26 00:00:00.000,2009-06-26 00:00:00.000,NULL,NULL,2,20,2545,32LVXX004748,32.LUXX.003158,32KEGS004315,32.KFGS.196806,7,1,NULL,NULL,Active,10.253.82.69,10.253.82.70,7304,NULL,1
24160,37,19,1,NULL,NULL,2007-09-18 00:00:00.000,NULL,2007-09-14 00:00:00.000,2007-09-14 00:00:00.000,2007-09-14 00:00:00.000,NULL,NULL,2,10,641,32.LVXX.001715,32.LUXX.001234,32.KEGS.001499,32.KFGS.000599,1,1,NULL,NULL,Active,10.253.80.5,10.253.80.6,7244,NULL,1
27371,38,19,NULL,0,NULL,2012-06-19 00:00:00.000,0,2011-05-13 00:00:00.000,2012-06-12 00:00:00.000,2012-06-12 00:00:00.000,NULL,NULL,2,10,2005,32.LVXX.250653,32.LUXX.001834,32.KEGS.013158,32.KFGS.000718,5,1,NULL,,Active,10.253.80.89,10.253.80.90,7264,NULL,1
26380,39,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,2,10,,,32.LUXX.006331,,32.KFGS.197201,9,1,NULL,,Ordered,10.253.80.185,10.253.80.186,1465,,1
28035,39,19,NULL,0,NULL,2014-04-04 00:00:00.000,NULL,2013-02-15 00:00:00.000,2014-03-27 00:00:00.000,2014-03-27 00:00:00.000,NULL,NULL,2,20,206,KQGN987804 ,KRGN986804,32KEGS021401NY,32KFGS200499NY ,206,2,,,Active,10.254.20.21,10.254.20.22,1849,,2
27088,41,19,NULL,0,NULL,2011-07-27 00:00:00.000,NULL,2011-07-13 00:00:00.000,2011-07-19 00:00:00.000,2011-07-19 00:00:00.000,NULL,NULL,2,40,481,32.LVXX.001723,32.LUXX.001234,32.KEGS.001502,32.KFGS.000599,1,1,NULL,,Active,10.253.80.9,10.253.80.10,7245,C0020745472,1
24165,42,19,1,NULL,NULL,2008-07-28 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-03-10 00:00:00.000,2008-03-10 00:00:00.000,NULL,NULL,2,10,2140,32.LVXX.002735,32.LUXX.001832,32.KEGS.001972,32.KFGS.000693,3,1,NULL,NULL,Active,10.253.82.1,10.253.82.2,7288,NULL,1
27306,43,19,NULL,0,NULL,2012-04-02 00:00:00.000,0,2011-03-30 00:00:00.000,2012-03-23 00:00:00.000,2012-03-23 00:00:00.000,NULL,NULL,2,10,2021,32.LVXX.250587,32.LUXX.001834,32.KEGS.012423,32.KFGS.000718,5,1,NULL,,Active,10.253.80.93,10.253.80.94,7265,NULL,1
24167,44,19,1,NULL,NULL,2010-04-27 00:00:00.000,NULL,2009-10-16 00:00:00.000,2010-03-17 00:00:00.000,2010-03-17 00:00:00.000,NULL,NULL,2,10,2763,32LVXX005463,32.LUXX.003158,32KEGS005200,32.KFGS.196806,7,1,NULL,NULL,Active,10.253.82.97,10.253.82.98,7311,NULL,1
27162,45,19,NULL,0,NULL,2011-10-11 00:00:00.000,0,2010-11-09 00:00:00.000,NULL,2011-10-06 00:00:00.000,NULL,NULL,2,10,2026,32.LVXX.250434,32.LUXX.001834,32.KEGS.010612,32.KFGS.000718,5,1,NULL,,Active,10.253.80.97,10.253.80.98,7266,NULL,1
26377,46,19,NULL,0,NULL,2013-10-09 00:00:00.000,NULL,2012-09-25 00:00:00.000,2013-10-03 00:00:00.000,2013-10-03 00:00:00.000,NULL,NULL,2,10,1332,32.LVXX.251037,32.LUXX.005011,32.KEGS.018945,32.KFGS.197124,8,2,NULL,,Active,10.253.86.69,10.253.86.70,7459,,1
26379,47,19,NULL,0,NULL,2013-06-07 00:00:00.000,0,2011-12-05 00:00:00.000,2013-05-28 00:00:00.000,2013-05-28 00:00:00.000,NULL,NULL,2,10,1286,32.LVXX.251111,32.LUXX.006331,32.KEGS.019957,32.KFGS.197201,9,1,NULL,,Active,10.253.80.137,10.253.80.138,7275,,1
24171,48,19,1,NULL,NULL,2007-08-31 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-09-11 00:00:00.000,2007-08-31 00:00:00.000,NULL,NULL,2,40,559,32.LVXX.001722,32.LUXX.001234,32.KEGS.001493,32.KFGS.000599,1,1,NULL,NULL,Active,10.253.80.13,10.253.80.14,7246,NULL,1
24172,49,19,1,NULL,NULL,2009-07-02 00:00:00.000,NULL,2009-05-04 00:00:00.000,2009-07-02 00:00:00.000,2009-07-02 00:00:00.000,NULL,NULL,2,20,3049,32LVXX004826,32.LUXX.003158,32KEGS004346,32.KFGS.196806,7,1,NULL,NULL,Active,10.253.82.73,10.253.82.74,7305,NULL,1
26967,50,19,NULL,0,NULL,2011-06-20 00:00:00.000,0,2010-01-12 00:00:00.000,2011-06-17 00:00:00.000,2011-06-17 00:00:00.000,NULL,NULL,2,10,1206,32.LVXX.007696,32.LUXX.003158,32.KEGS.005986,32.KFGS.196806,7,1,NULL,,Active,10.253.82.109,10.253.82.110,7314,NULL,1
24174,51,19,1,NULL,NULL,2008-07-29 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-03-18 00:00:00.000,2008-03-18 00:00:00.000,NULL,NULL,2,10,2148,32.LVXX.002742,32.LUXX.001832,32.KEGS.001973,32.KFGS.000693,3,1,NULL,NULL,Active,10.253.82.5,10.253.82.6,7289,NULL,1
24175,52,19,1,NULL,NULL,2008-07-18 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-04-15 00:00:00.000,2008-04-15 00:00:00.000,NULL,NULL,2,10,2185,32.LVXX.002743,32.LUXX.001832,32.KEGS.001995,32.KFGS.000693,3,1,NULL,NULL,Active,10.253.82.9,10.253.82.10,7290,NULL,1
27370,53,19,NULL,0,NULL,2012-06-19 00:00:00.000,0,2011-03-11 00:00:00.000,2012-06-05 00:00:00.000,2012-06-05 00:00:00.000,NULL,NULL,2,10,2004,32.LVXX.250533,32.LUXX.001832,32.KEGS.012173,32.KFGS.000693,3,1,NULL,,Active,10.253.82.13,10.253.82.14,7291,NULL,1
24177,54,19,1,NULL,NULL,2010-09-02 00:00:00.000,NULL,2010-04-01 00:00:00.000,2010-08-17 00:00:00.000,2010-08-17 00:00:00.000,NULL,NULL,2,40,1398,32.LVXX.250325,32.LUXX.006331,32.KEGS.009178,32.KFGS.197201,9,1,NULL,NULL,Active,10.253.80.141,10.253.80.142,7276,NULL,1
28049,55,19,NULL,0,NULL,2013-08-07 00:00:00.000,NULL,2013-01-31 00:00:00.000,2013-08-02 00:00:00.000,2013-08-02 00:00:00.000,NULL,NULL,2,20,113,KQGN984676-ATI,KRGN986984-ATI,32KEGS021075NY,32KFGS200494NY ,101,1,,,Active,10.254.16.49,10.254.16.50,1563,3024-2449,2
26119,55,19,NULL,0,NULL,NULL,0,2011-12-05 00:00:00.000,NULL,NULL,NULL,NULL,2,10,,,32.LUXX.002695,,32.KFGS.196509,6,2,NULL,,Ordered,10.253.84.81,10.253.84.82,1732,,1
26120,56,19,NULL,0,NULL,2013-06-14 00:00:00.000,NULL,2012-07-23 00:00:00.000,2013-06-12 00:00:00.000,2013-06-12 00:00:00.000,NULL,NULL,2,10,1213,32.LVXX.251069,32.LUXX.002695,32.KEGS.019952,32.KFGS.196509,6,2,NULL,,Active,10.253.84.85,10.253.84.86,7418,,1
24180,57,19,1,NULL,NULL,2008-11-20 00:00:00.000,NULL,2008-04-22 00:00:00.000,2008-11-17 00:00:00.000,2008-11-17 00:00:00.000,NULL,NULL,2,10,2372,32.LVXX.003702,32.LUXX.001834,32.KEGS.002794,32.KFGS.000718,5,1,NULL,NULL,Active,10.253.80.101,10.253.80.102,7267,NULL,1
27128,58,19,NULL,0,NULL,2010-08-02 00:00:00.000,NULL,2010-02-04 00:00:00.000,2010-08-02 00:00:00.000,2010-08-02 00:00:00.000,NULL,NULL,2,10,1304,32.LVXX.008916,32.LUXX.005011,32.KEGS.006283,32.KFGS.197124,8,2,NULL,,Active,10.253.86.65,10.253.86.66,7458,,1
27154,59,19,NULL,0,NULL,2011-08-17 00:00:00.000,NULL,2011-07-29 00:00:00.000,2011-08-17 00:00:00.000,2011-08-17 00:00:00.000,NULL,NULL,2,30,3037,32.LVXX.004635 ,32.LUXX.001834,32.KEGS.003615,32.KFGS.000718,5,1,NULL,,Active,10.253.80.113,10.253.80.114,7270,,1
25994,60,19,1,0,NULL,2011-02-10 00:00:00.000,0,2010-03-02 00:00:00.000,2011-02-09 00:00:00.000,2011-02-09 00:00:00.000,NULL,NULL,2,10,1200,32.LVXX.009796,32.LUXX.002695,32.KEGS.006439,32.KFGS.196509,6,2,NULL,,Active,10.253.84.89,10.253.84.90,7419,NULL,1
25958,61,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011-03-28 00:00:00.000,NULL,2,1.5,327,10QGXQ14728,10QIXQ15445NY,32HCGS040418,32HFGS621147NY,3,1,3,NULL,Active,10.253.66.105,10.253.66.106,1357,C0000580167,1
27089,62,19,NULL,0,NULL,2011-07-27 00:00:00.000,NULL,2011-07-13 00:00:00.000,2011-07-19 00:00:00.000,2011-07-19 00:00:00.000,NULL,NULL,2,40,2336,32.LVXX.003915,32.LUXX.001834,32.KEGS.002956,32.KFGS.000718,5,1,NULL,,Active,10.253.80.117,10.253.80.118,7271,C0020745473,1
24185,63,19,1,NULL,NULL,2010-08-25 00:00:00.000,NULL,2010-03-18 00:00:00.000,2010-07-16 00:00:00.000,2010-07-16 00:00:00.000,NULL,NULL,2,40,1214,32.LVXX.010399,32.LUXX.006192,32.KEGS.006994,32.KFGS.197204,13,1,NULL,NULL,Active,10.253.80.225,10.253.80.226,4962,NULL,1
28120,64,19,NULL,0,NULL,2013-08-06 00:00:00.000,NULL,2013-03-22 00:00:00.000,2013-07-25 00:00:00.000,2013-07-25 00:00:00.000,NULL,NULL,2,20,214,KQGN989726   ATI    ,KRGN986804   ATI,32KEGS022157NY,32KFGS200499NY ,102,2,,,Active,10.254.20.53,10.254.20.54,1857,,2
28059,65,19,NULL,0,NULL,2014-01-08 00:00:00.000,NULL,2013-02-15 00:00:00.000,2013-12-23 00:00:00.000,2013-12-23 00:00:00.000,NULL,NULL,2,20,207,KQGN988417-ATI    ,KRGN986804,32KEGS023250NY,32KFGS200499NY ,102,2,,,Active,10.254.20.25,10.254.20.26,1850,,2
26109,65,19,NULL,0,NULL,NULL,NULL,2012-07-23 00:00:00.000,NULL,NULL,NULL,NULL,2,10,,,32.LUXX.006191,,32.KFGS.197202,10,2,NULL,,Ordered,10.253.84.129,10.253.84.130,1744,,1
24189,66,19,1,NULL,NULL,2008-07-17 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-03-20 00:00:00.000,2008-03-20 00:00:00.000,NULL,NULL,2,10,2152,32.LVXX.002747,32.LUXX.001832,32.KEGS.001994,32.KFGS.000693,3,1,NULL,NULL,Active,10.253.82.17,10.253.82.18,7292,NULL,1
27170,67,19,NULL,0,NULL,2011-10-26 00:00:00.000,0,2011-06-23 00:00:00.000,2011-10-25 00:00:00.000,2011-10-25 00:00:00.000,NULL,NULL,2,10,2002,32.LVXX.250656,32.LUXX.001832,32.KEGS.013627,32.KFGS.000693,3,1,NULL,,Active,10.253.82.21,10.253.82.22,7293,NULL,1
27261,68,19,NULL,0,NULL,2012-02-08 00:00:00.000,0,2011-06-23 00:00:00.000,2012-01-26 00:00:00.000,2012-01-26 00:00:00.000,NULL,NULL,2,20,1308,32.LVXX.250694,32.LUXX.006633,32.KEGS.014457    ,32.KFGS.197206,15,1,NULL,,Active,10.253.82.249,10.253.82.250,7347,NULL,1
24192,69,19,1,NULL,NULL,2008-04-25 00:00:00.000,NULL,2007-09-20 00:00:00.000,2007-12-28 00:00:00.000,2007-12-28 00:00:00.000,NULL,NULL,2,40,2028,32.LVXX.002738,32.LUXX.001832,32.KEGS.001976,32.KFGS.000693,3,1,NULL,NULL,Active,10.253.82.25,10.253.82.26,7294,NULL,1
24193,70,19,1,NULL,NULL,2010-08-31 00:00:00.000,NULL,2010-04-01 00:00:00.000,2010-08-26 00:00:00.000,2010-08-26 00:00:00.000,NULL,NULL,2,40,1524,32.LVXX.250326,32.LUXX.006191,32.KEGS.009179,32.KFGS.197202,10,2,NULL,NULL,Active,10.253.84.165,10.253.84.166,7437,NULL,1
24194,71,19,1,NULL,NULL,2007-09-17 00:00:00.000,NULL,2007-04-16 00:00:00.000,2007-10-04 00:00:00.000,2007-08-27 00:00:00.000,NULL,NULL,2,10,586,32.LVXX.002008,32.LUXX.001234,32.KEGS.001498,32.KFGS.000599,1,1,NULL,NULL,Active,10.253.80.17,10.253.80.18,7247,NULL,1
24195,72,19,1,NULL,NULL,2010-10-21 00:00:00.000,NULL,2010-04-20 00:00:00.000,2010-10-06 00:00:00.000,2010-10-06 00:00:00.000,NULL,NULL,2,10,702,32.LVXX.250072,32.LUXX.002695,32.KEGS.005354,32.KFGS.196509,6,2,NULL,NULL,Active,10.253.84.93,10.253.84.94,7420,NULL,1
27950,73,19,NULL,0,NULL,2013-09-16 00:00:00.000,NULL,2011-06-23 00:00:00.000,2012-12-17 00:00:00.000,2012-12-17 00:00:00.000,NULL,NULL,2,10,1289,32.LVXX.250692,32.LUXX.006331,32.KEGS.014456,32.KFGS.197201,9,1,NULL,,Active,10.253.80.161,10.253.80.162,7281,,1
24197,74,19,1,NULL,NULL,2010-09-02 00:00:00.000,NULL,2010-04-01 00:00:00.000,2010-08-31 00:00:00.000,2010-08-31 00:00:00.000,NULL,NULL,2,40,1535,32.LVXX.250328,32.LUXX.006191,32.KEGS.009182,32.KFGS.197202,10,2,NULL,NULL,Active,10.253.84.169,10.253.84.170,7438,NULL,1
27561,75,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:45:11.250,NULL,NULL,NULL,NULL,2,40,2509,32.LVXX.003920,32.LUXX.002695,32.KEGS.002954,32.KFGS.196509,6,2,NULL,NULL,Planned,10.253.84.73,10.253.84.74,7415,,1
27841,75,19,NULL,0,NULL,2012-09-06 00:00:00.000,NULL,2012-08-14 00:00:00.000,2012-09-06 00:00:00.000,2012-09-06 00:00:00.000,NULL,NULL,2,40,2509,32.LVXX.003920,32.LUXX.002695,32.KEGS.002954,32.KFGS.196509,6,2,NULL,,Active,10.253.84.73,10.253.84.74,7415,C0020851337,1
27501,75,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:44:09.497,NULL,NULL,NULL,NULL,2,40,2509,32.LVXX.003920,32.LUXX.002695,32.KEGS.002954,32.KFGS.196509,6,2,NULL,NULL,Planned,10.253.84.73,10.253.84.74,7415,,1
27436,75,16,NULL,NULL,NULL,NULL,NULL,2012-08-14 14:29:27.410,NULL,NULL,NULL,NULL,2,40,2509,32.LVXX.003920,32.LUXX.002695,32.KEGS.002954,32.KFGS.196509,6,2,NULL,NULL,Planned,10.253.84.73,10.253.84.74,7415,,1
27654,75,16,NULL,NULL,NULL,NULL,NULL,2012-08-21 16:01:23.843,NULL,NULL,NULL,NULL,2,0,2509,32.LVXX.003920,32.LUXX.002695,32.KEGS.002954,32.KFGS.196509,6,2,NULL,NULL,Planned,10.253.84.73,10.253.84.74,7415,,1
27884,76,19,NULL,0,NULL,2012-08-30 00:00:00.000,NULL,2011-07-12 00:00:00.000,2012-08-06 00:00:00.000,2012-08-06 00:00:00.000,NULL,NULL,2,10,1553,32.LVXX.250817,32.LUXX.006191,32.KEGS.016545,32.KFGS.197202,25089,2,NULL,,Active,10.253.84.173,10.253.84.174,7439,,1
24200,77,19,1,NULL,NULL,2008-04-23 00:00:00.000,NULL,2007-09-20 00:00:00.000,2008-01-02 00:00:00.000,2008-01-02 00:00:00.000,NULL,NULL,2,10,2033,32.LVXX.002736,32.LUXX.001832,32.KEGS.001977,32.KFGS.000693,3,1,NULL,NULL,Active,10.253.82.33,10.253.82.34,7296,NULL,1
